file_name,label,instrument,type_of_sound,root_note,chord_type
2450.wav,A:5,guitar,Campfire,A,5
2451.wav,A#:5,guitar,Campfire,A#,5
2452.wav,B:5,guitar,Campfire,B,5
2453.wav,C:5,guitar,Campfire,C,5
2454.wav,C#:5,guitar,Campfire,C#,5
2455.wav,D:5,guitar,Campfire,D,5
2456.wav,A:5,guitar,Campfire,A,5
2457.wav,A#:5,guitar,Campfire,A#,5
2458.wav,B:5,guitar,Campfire,B,5
2459.wav,C:5,guitar,Campfire,C,5
2460.wav,C#:5,guitar,Campfire,C#,5
2461.wav,D:5,guitar,Campfire,D,5
2462.wav,D#:5,guitar,Campfire,D#,5
2463.wav,E:5,guitar,Campfire,E,5
2464.wav,F:5,guitar,Campfire,F,5
2465.wav,F#:5,guitar,Campfire,F#,5
2466.wav,G:5,guitar,Campfire,G,5
2467.wav,G#:5,guitar,Campfire,G#,5
2468.wav,A:5,guitar,Campfire,A,5
2469.wav,E:7,guitar,Campfire,E,7
2470.wav,F:7,guitar,Campfire,F,7
2471.wav,F#:7,guitar,Campfire,F#,7
2472.wav,G:7,guitar,Campfire,G,7
2473.wav,G#:7,guitar,Campfire,G#,7
2474.wav,A:7,guitar,Campfire,A,7
2475.wav,A#:7,guitar,Campfire,A#,7
2476.wav,B:7,guitar,Campfire,B,7
2477.wav,C:7,guitar,Campfire,C,7
2478.wav,C#:7,guitar,Campfire,C#,7
2479.wav,D:7,guitar,Campfire,D,7
2480.wav,D#:7,guitar,Campfire,D#,7
2481.wav,E:7,guitar,Campfire,E,7
2482.wav,A:7,guitar,Campfire,A,7
2483.wav,A#:7,guitar,Campfire,A#,7
2484.wav,B:7,guitar,Campfire,B,7
2485.wav,C:7,guitar,Campfire,C,7
2486.wav,C#:7,guitar,Campfire,C#,7
2487.wav,D:7,guitar,Campfire,D,7
2488.wav,D#:7,guitar,Campfire,D#,7
2489.wav,E:7,guitar,Campfire,E,7
2490.wav,F:7,guitar,Campfire,F,7
2491.wav,F#:7,guitar,Campfire,F#,7
2492.wav,G:7,guitar,Campfire,G,7
2493.wav,G#:7,guitar,Campfire,G#,7
2494.wav,A:7,guitar,Campfire,A,7
2495.wav,D:7,guitar,Campfire,D,7
2496.wav,D#:7,guitar,Campfire,D#,7
2497.wav,E:7,guitar,Campfire,E,7
2498.wav,F:7,guitar,Campfire,F,7
2499.wav,F#:7,guitar,Campfire,F#,7
2500.wav,G:7,guitar,Campfire,G,7
2501.wav,G#:7,guitar,Campfire,G#,7
2502.wav,A:7,guitar,Campfire,A,7
2503.wav,A#:7,guitar,Campfire,A#,7
2504.wav,B:7,guitar,Campfire,B,7
2505.wav,C:7,guitar,Campfire,C,7
2506.wav,C#:7,guitar,Campfire,C#,7
2507.wav,D:7,guitar,Campfire,D,7
2508.wav,A:hdim7,guitar,Campfire,A,hdim7
2509.wav,A#:hdim7,guitar,Campfire,A#,hdim7
2510.wav,B:hdim7,guitar,Campfire,B,hdim7
2511.wav,C:hdim7,guitar,Campfire,C,hdim7
2512.wav,C#:hdim7,guitar,Campfire,C#,hdim7
2513.wav,D:hdim7,guitar,Campfire,D,hdim7
2514.wav,D#:hdim7,guitar,Campfire,D#,hdim7
2515.wav,E:hdim7,guitar,Campfire,E,hdim7
2516.wav,F:hdim7,guitar,Campfire,F,hdim7
2517.wav,F#:hdim7,guitar,Campfire,F#,hdim7
2518.wav,G:hdim7,guitar,Campfire,G,hdim7
2519.wav,G#:hdim7,guitar,Campfire,G#,hdim7
2520.wav,A:hdim7,guitar,Campfire,A,hdim7
2521.wav,F:hdim7,guitar,Campfire,F,hdim7
2522.wav,F#:hdim7,guitar,Campfire,F#,hdim7
2523.wav,G:hdim7,guitar,Campfire,G,hdim7
2524.wav,G#:hdim7,guitar,Campfire,G#,hdim7
2525.wav,A:hdim7,guitar,Campfire,A,hdim7
2526.wav,A#:hdim7,guitar,Campfire,A#,hdim7
2527.wav,B:hdim7,guitar,Campfire,B,hdim7
2528.wav,C:hdim7,guitar,Campfire,C,hdim7
2529.wav,C#:hdim7,guitar,Campfire,C#,hdim7
2530.wav,D:hdim7,guitar,Campfire,D,hdim7
2531.wav,D#:hdim7,guitar,Campfire,D#,hdim7
2532.wav,E:hdim7,guitar,Campfire,E,hdim7
2533.wav,F:hdim7,guitar,Campfire,F,hdim7
2534.wav,E:hdim7,guitar,Campfire,E,hdim7
2535.wav,F:hdim7,guitar,Campfire,F,hdim7
2536.wav,F#:hdim7,guitar,Campfire,F#,hdim7
2537.wav,G:hdim7,guitar,Campfire,G,hdim7
2538.wav,G#:hdim7,guitar,Campfire,G#,hdim7
2539.wav,A:hdim7,guitar,Campfire,A,hdim7
2540.wav,A#:hdim7,guitar,Campfire,A#,hdim7
2541.wav,B:hdim7,guitar,Campfire,B,hdim7
2542.wav,C:hdim7,guitar,Campfire,C,hdim7
2543.wav,C#:hdim7,guitar,Campfire,C#,hdim7
2544.wav,D:hdim7,guitar,Campfire,D,hdim7
2545.wav,D#:hdim7,guitar,Campfire,D#,hdim7
2546.wav,E:hdim7,guitar,Campfire,E,hdim7
2547.wav,C:maj,non_guitar,Celestial_Pad,C,maj
2548.wav,C:maj/3,non_guitar,Celestial_Pad,C,maj/3
2549.wav,C:maj/5,non_guitar,Celestial_Pad,C,maj/5
2550.wav,C#:maj,non_guitar,Celestial_Pad,C#,maj
2551.wav,C#:maj/3,non_guitar,Celestial_Pad,C#,maj/3
2552.wav,C#:maj/5,non_guitar,Celestial_Pad,C#,maj/5
2553.wav,D:maj,non_guitar,Celestial_Pad,D,maj
2554.wav,D:maj/3,non_guitar,Celestial_Pad,D,maj/3
2555.wav,D:maj/5,non_guitar,Celestial_Pad,D,maj/5
2556.wav,D#:maj,non_guitar,Celestial_Pad,D#,maj
2557.wav,D#:maj/3,non_guitar,Celestial_Pad,D#,maj/3
2558.wav,D#:maj/5,non_guitar,Celestial_Pad,D#,maj/5
2559.wav,E:maj,non_guitar,Celestial_Pad,E,maj
2560.wav,E:maj/3,non_guitar,Celestial_Pad,E,maj/3
2561.wav,E:maj/5,non_guitar,Celestial_Pad,E,maj/5
2562.wav,F:maj,non_guitar,Celestial_Pad,F,maj
2563.wav,F:maj/3,non_guitar,Celestial_Pad,F,maj/3
2564.wav,F:maj/5,non_guitar,Celestial_Pad,F,maj/5
2565.wav,F#:maj,non_guitar,Celestial_Pad,F#,maj
2566.wav,F#:maj/3,non_guitar,Celestial_Pad,F#,maj/3
2567.wav,F#:maj/5,non_guitar,Celestial_Pad,F#,maj/5
2568.wav,G:maj,non_guitar,Celestial_Pad,G,maj
2569.wav,G:maj/3,non_guitar,Celestial_Pad,G,maj/3
2570.wav,G:maj/5,non_guitar,Celestial_Pad,G,maj/5
2571.wav,G#:maj,non_guitar,Celestial_Pad,G#,maj
2572.wav,G#:maj/3,non_guitar,Celestial_Pad,G#,maj/3
2573.wav,G#:maj/5,non_guitar,Celestial_Pad,G#,maj/5
2574.wav,A:maj,non_guitar,Celestial_Pad,A,maj
2575.wav,A:maj/3,non_guitar,Celestial_Pad,A,maj/3
2576.wav,A:maj/5,non_guitar,Celestial_Pad,A,maj/5
2577.wav,A#:maj,non_guitar,Celestial_Pad,A#,maj
2578.wav,A#:maj/3,non_guitar,Celestial_Pad,A#,maj/3
2579.wav,A#:maj/5,non_guitar,Celestial_Pad,A#,maj/5
2580.wav,B:maj,non_guitar,Celestial_Pad,B,maj
2581.wav,B:maj/3,non_guitar,Celestial_Pad,B,maj/3
2582.wav,B:maj/5,non_guitar,Celestial_Pad,B,maj/5
2583.wav,C:maj,non_guitar,Celestial_Pad,C,maj
2584.wav,C:maj/3,non_guitar,Celestial_Pad,C,maj/3
2585.wav,C:maj/5,non_guitar,Celestial_Pad,C,maj/5
2586.wav,C#:maj,non_guitar,Celestial_Pad,C#,maj
2587.wav,C#:maj/3,non_guitar,Celestial_Pad,C#,maj/3
2588.wav,C#:maj/5,non_guitar,Celestial_Pad,C#,maj/5
2589.wav,D:maj,non_guitar,Celestial_Pad,D,maj
2590.wav,D:maj/3,non_guitar,Celestial_Pad,D,maj/3
2591.wav,D:maj/5,non_guitar,Celestial_Pad,D,maj/5
2592.wav,D#:maj,non_guitar,Celestial_Pad,D#,maj
2593.wav,D#:maj/3,non_guitar,Celestial_Pad,D#,maj/3
2594.wav,D#:maj/5,non_guitar,Celestial_Pad,D#,maj/5
2595.wav,E:maj,non_guitar,Celestial_Pad,E,maj
2596.wav,E:maj/3,non_guitar,Celestial_Pad,E,maj/3
2597.wav,E:maj/5,non_guitar,Celestial_Pad,E,maj/5
2598.wav,F:maj,non_guitar,Celestial_Pad,F,maj
2599.wav,F:maj/3,non_guitar,Celestial_Pad,F,maj/3
2600.wav,F:maj/5,non_guitar,Celestial_Pad,F,maj/5
2601.wav,F#:maj,non_guitar,Celestial_Pad,F#,maj
2602.wav,F#:maj/3,non_guitar,Celestial_Pad,F#,maj/3
2603.wav,F#:maj/5,non_guitar,Celestial_Pad,F#,maj/5
2604.wav,G:maj,non_guitar,Celestial_Pad,G,maj
2605.wav,G:maj/3,non_guitar,Celestial_Pad,G,maj/3
2606.wav,G:maj/5,non_guitar,Celestial_Pad,G,maj/5
2607.wav,G#:maj,non_guitar,Celestial_Pad,G#,maj
2608.wav,G#:maj/3,non_guitar,Celestial_Pad,G#,maj/3
2609.wav,G#:maj/5,non_guitar,Celestial_Pad,G#,maj/5
2610.wav,A:maj,non_guitar,Celestial_Pad,A,maj
2611.wav,A:maj/3,non_guitar,Celestial_Pad,A,maj/3
2612.wav,A:maj/5,non_guitar,Celestial_Pad,A,maj/5
2613.wav,A#:maj,non_guitar,Celestial_Pad,A#,maj
2614.wav,A#:maj/3,non_guitar,Celestial_Pad,A#,maj/3
2615.wav,A#:maj/5,non_guitar,Celestial_Pad,A#,maj/5
2616.wav,B:maj,non_guitar,Celestial_Pad,B,maj
2617.wav,B:maj/3,non_guitar,Celestial_Pad,B,maj/3
2618.wav,B:maj/5,non_guitar,Celestial_Pad,B,maj/5
2619.wav,C:min,non_guitar,Celestial_Pad,C,min
2620.wav,C:min/3,non_guitar,Celestial_Pad,C,min/3
2621.wav,C:min/5,non_guitar,Celestial_Pad,C,min/5
2622.wav,C#:min,non_guitar,Celestial_Pad,C#,min
2623.wav,C#:min/3,non_guitar,Celestial_Pad,C#,min/3
2624.wav,C#:min/5,non_guitar,Celestial_Pad,C#,min/5
2625.wav,D:min,non_guitar,Celestial_Pad,D,min
2626.wav,D:min/3,non_guitar,Celestial_Pad,D,min/3
2627.wav,D:min/5,non_guitar,Celestial_Pad,D,min/5
2628.wav,D#:min,non_guitar,Celestial_Pad,D#,min
2629.wav,D#:min/3,non_guitar,Celestial_Pad,D#,min/3
2630.wav,D#:min/5,non_guitar,Celestial_Pad,D#,min/5
2631.wav,E:min,non_guitar,Celestial_Pad,E,min
2632.wav,E:min/3,non_guitar,Celestial_Pad,E,min/3
2633.wav,E:min/5,non_guitar,Celestial_Pad,E,min/5
2634.wav,F:min,non_guitar,Celestial_Pad,F,min
2635.wav,F:min/3,non_guitar,Celestial_Pad,F,min/3
2636.wav,F:min/5,non_guitar,Celestial_Pad,F,min/5
2637.wav,F#:min,non_guitar,Celestial_Pad,F#,min
2638.wav,F#:min/3,non_guitar,Celestial_Pad,F#,min/3
2639.wav,F#:min/5,non_guitar,Celestial_Pad,F#,min/5
2640.wav,G:min,non_guitar,Celestial_Pad,G,min
2641.wav,G:min/3,non_guitar,Celestial_Pad,G,min/3
2642.wav,G:min/5,non_guitar,Celestial_Pad,G,min/5
2643.wav,G#:min,non_guitar,Celestial_Pad,G#,min
2644.wav,G#:min/3,non_guitar,Celestial_Pad,G#,min/3
2645.wav,G#:min/5,non_guitar,Celestial_Pad,G#,min/5
2646.wav,A:min,non_guitar,Celestial_Pad,A,min
2647.wav,A:min/3,non_guitar,Celestial_Pad,A,min/3
2648.wav,A:min/5,non_guitar,Celestial_Pad,A,min/5
2649.wav,A#:min,non_guitar,Celestial_Pad,A#,min
2650.wav,A#:min/3,non_guitar,Celestial_Pad,A#,min/3
2651.wav,A#:min/5,non_guitar,Celestial_Pad,A#,min/5
2652.wav,B:min,non_guitar,Celestial_Pad,B,min
2653.wav,B:min/3,non_guitar,Celestial_Pad,B,min/3
2654.wav,B:min/5,non_guitar,Celestial_Pad,B,min/5
2655.wav,C:min,non_guitar,Celestial_Pad,C,min
2656.wav,C:min/3,non_guitar,Celestial_Pad,C,min/3
2657.wav,C:min/5,non_guitar,Celestial_Pad,C,min/5
2658.wav,C#:min,non_guitar,Celestial_Pad,C#,min
2659.wav,C#:min/3,non_guitar,Celestial_Pad,C#,min/3
2660.wav,C#:min/5,non_guitar,Celestial_Pad,C#,min/5
2661.wav,D:min,non_guitar,Celestial_Pad,D,min
2662.wav,D:min/3,non_guitar,Celestial_Pad,D,min/3
2663.wav,D:min/5,non_guitar,Celestial_Pad,D,min/5
2664.wav,D#:min,non_guitar,Celestial_Pad,D#,min
2665.wav,D#:min/3,non_guitar,Celestial_Pad,D#,min/3
2666.wav,D#:min/5,non_guitar,Celestial_Pad,D#,min/5
2667.wav,E:min,non_guitar,Celestial_Pad,E,min
2668.wav,E:min/3,non_guitar,Celestial_Pad,E,min/3
2669.wav,E:min/5,non_guitar,Celestial_Pad,E,min/5
2670.wav,F:min,non_guitar,Celestial_Pad,F,min
2671.wav,F:min/3,non_guitar,Celestial_Pad,F,min/3
2672.wav,F:min/5,non_guitar,Celestial_Pad,F,min/5
2673.wav,F#:min,non_guitar,Celestial_Pad,F#,min
2674.wav,F#:min/3,non_guitar,Celestial_Pad,F#,min/3
2675.wav,F#:min/5,non_guitar,Celestial_Pad,F#,min/5
2676.wav,G:min,non_guitar,Celestial_Pad,G,min
2677.wav,G:min/3,non_guitar,Celestial_Pad,G,min/3
2678.wav,G:min/5,non_guitar,Celestial_Pad,G,min/5
2679.wav,G#:min,non_guitar,Celestial_Pad,G#,min
2680.wav,G#:min/3,non_guitar,Celestial_Pad,G#,min/3
2681.wav,G#:min/5,non_guitar,Celestial_Pad,G#,min/5
2682.wav,A:min,non_guitar,Celestial_Pad,A,min
2683.wav,A:min/3,non_guitar,Celestial_Pad,A,min/3
2684.wav,A:min/5,non_guitar,Celestial_Pad,A,min/5
2685.wav,A#:min,non_guitar,Celestial_Pad,A#,min
2686.wav,A#:min/3,non_guitar,Celestial_Pad,A#,min/3
2687.wav,A#:min/5,non_guitar,Celestial_Pad,A#,min/5
2688.wav,B:min,non_guitar,Celestial_Pad,B,min
2689.wav,B:min/3,non_guitar,Celestial_Pad,B,min/3
2690.wav,B:min/5,non_guitar,Celestial_Pad,B,min/5
2691.wav,C:maj7,non_guitar,Celestial_Pad,C,maj7
2692.wav,C:maj7/3,non_guitar,Celestial_Pad,C,maj7/3
2693.wav,C:maj7/5,non_guitar,Celestial_Pad,C,maj7/5
2694.wav,C:maj7/7,non_guitar,Celestial_Pad,C,maj7/7
2695.wav,C#:maj7,non_guitar,Celestial_Pad,C#,maj7
2696.wav,C#:maj7/3,non_guitar,Celestial_Pad,C#,maj7/3
2697.wav,C#:maj7/5,non_guitar,Celestial_Pad,C#,maj7/5
2698.wav,C#:maj7/7,non_guitar,Celestial_Pad,C#,maj7/7
2699.wav,D:maj7,non_guitar,Celestial_Pad,D,maj7
2700.wav,D:maj7/3,non_guitar,Celestial_Pad,D,maj7/3
2701.wav,D:maj7/5,non_guitar,Celestial_Pad,D,maj7/5
2702.wav,D:maj7/7,non_guitar,Celestial_Pad,D,maj7/7
2703.wav,D#:maj7,non_guitar,Celestial_Pad,D#,maj7
2704.wav,D#:maj7/3,non_guitar,Celestial_Pad,D#,maj7/3
2705.wav,D#:maj7/5,non_guitar,Celestial_Pad,D#,maj7/5
2706.wav,D#:maj7/7,non_guitar,Celestial_Pad,D#,maj7/7
2707.wav,E:maj7,non_guitar,Celestial_Pad,E,maj7
2708.wav,E:maj7/3,non_guitar,Celestial_Pad,E,maj7/3
2709.wav,E:maj7/5,non_guitar,Celestial_Pad,E,maj7/5
2710.wav,E:maj7/7,non_guitar,Celestial_Pad,E,maj7/7
2711.wav,F:maj7,non_guitar,Celestial_Pad,F,maj7
2712.wav,F:maj7/3,non_guitar,Celestial_Pad,F,maj7/3
2713.wav,F:maj7/5,non_guitar,Celestial_Pad,F,maj7/5
2714.wav,F:maj7/7,non_guitar,Celestial_Pad,F,maj7/7
2715.wav,F#:maj7,non_guitar,Celestial_Pad,F#,maj7
2716.wav,F#:maj7/3,non_guitar,Celestial_Pad,F#,maj7/3
2717.wav,F#:maj7/5,non_guitar,Celestial_Pad,F#,maj7/5
2718.wav,F#:maj7/7,non_guitar,Celestial_Pad,F#,maj7/7
2719.wav,G:maj7,non_guitar,Celestial_Pad,G,maj7
2720.wav,G:maj7/3,non_guitar,Celestial_Pad,G,maj7/3
2721.wav,G:maj7/5,non_guitar,Celestial_Pad,G,maj7/5
2722.wav,G:maj7/7,non_guitar,Celestial_Pad,G,maj7/7
2723.wav,G#:maj7,non_guitar,Celestial_Pad,G#,maj7
2724.wav,G#:maj7/3,non_guitar,Celestial_Pad,G#,maj7/3
2725.wav,G#:maj7/5,non_guitar,Celestial_Pad,G#,maj7/5
2726.wav,G#:maj7/7,non_guitar,Celestial_Pad,G#,maj7/7
2727.wav,A:maj7,non_guitar,Celestial_Pad,A,maj7
2728.wav,A:maj7/3,non_guitar,Celestial_Pad,A,maj7/3
2729.wav,A:maj7/5,non_guitar,Celestial_Pad,A,maj7/5
2730.wav,A:maj7/7,non_guitar,Celestial_Pad,A,maj7/7
2731.wav,A#:maj7,non_guitar,Celestial_Pad,A#,maj7
2732.wav,A#:maj7/3,non_guitar,Celestial_Pad,A#,maj7/3
2733.wav,A#:maj7/5,non_guitar,Celestial_Pad,A#,maj7/5
2734.wav,A#:maj7/7,non_guitar,Celestial_Pad,A#,maj7/7
2735.wav,B:maj7,non_guitar,Celestial_Pad,B,maj7
2736.wav,B:maj7/3,non_guitar,Celestial_Pad,B,maj7/3
2737.wav,B:maj7/5,non_guitar,Celestial_Pad,B,maj7/5
2738.wav,B:maj7/7,non_guitar,Celestial_Pad,B,maj7/7
2739.wav,C:maj7,non_guitar,Celestial_Pad,C,maj7
2740.wav,C:maj7/3,non_guitar,Celestial_Pad,C,maj7/3
2741.wav,C:maj7/5,non_guitar,Celestial_Pad,C,maj7/5
2742.wav,C:maj7/7,non_guitar,Celestial_Pad,C,maj7/7
2743.wav,C#:maj7,non_guitar,Celestial_Pad,C#,maj7
2744.wav,C#:maj7/3,non_guitar,Celestial_Pad,C#,maj7/3
2745.wav,C#:maj7/5,non_guitar,Celestial_Pad,C#,maj7/5
2746.wav,C#:maj7/7,non_guitar,Celestial_Pad,C#,maj7/7
2747.wav,D:maj7,non_guitar,Celestial_Pad,D,maj7
2748.wav,D:maj7/3,non_guitar,Celestial_Pad,D,maj7/3
2749.wav,D:maj7/5,non_guitar,Celestial_Pad,D,maj7/5
2750.wav,D:maj7/7,non_guitar,Celestial_Pad,D,maj7/7
2751.wav,D#:maj7,non_guitar,Celestial_Pad,D#,maj7
2752.wav,D#:maj7/3,non_guitar,Celestial_Pad,D#,maj7/3
2753.wav,D#:maj7/5,non_guitar,Celestial_Pad,D#,maj7/5
2754.wav,D#:maj7/7,non_guitar,Celestial_Pad,D#,maj7/7
2755.wav,E:maj7,non_guitar,Celestial_Pad,E,maj7
2756.wav,E:maj7/3,non_guitar,Celestial_Pad,E,maj7/3
2757.wav,E:maj7/5,non_guitar,Celestial_Pad,E,maj7/5
2758.wav,E:maj7/7,non_guitar,Celestial_Pad,E,maj7/7
2759.wav,F:maj7,non_guitar,Celestial_Pad,F,maj7
2760.wav,F:maj7/3,non_guitar,Celestial_Pad,F,maj7/3
2761.wav,F:maj7/5,non_guitar,Celestial_Pad,F,maj7/5
2762.wav,F:maj7/7,non_guitar,Celestial_Pad,F,maj7/7
2763.wav,F#:maj7,non_guitar,Celestial_Pad,F#,maj7
2764.wav,F#:maj7/3,non_guitar,Celestial_Pad,F#,maj7/3
2765.wav,F#:maj7/5,non_guitar,Celestial_Pad,F#,maj7/5
2766.wav,F#:maj7/7,non_guitar,Celestial_Pad,F#,maj7/7
2767.wav,G:maj7,non_guitar,Celestial_Pad,G,maj7
2768.wav,G:maj7/3,non_guitar,Celestial_Pad,G,maj7/3
2769.wav,G:maj7/5,non_guitar,Celestial_Pad,G,maj7/5
2770.wav,G:maj7/7,non_guitar,Celestial_Pad,G,maj7/7
2771.wav,G#:maj7,non_guitar,Celestial_Pad,G#,maj7
2772.wav,G#:maj7/3,non_guitar,Celestial_Pad,G#,maj7/3
2773.wav,G#:maj7/5,non_guitar,Celestial_Pad,G#,maj7/5
2774.wav,G#:maj7/7,non_guitar,Celestial_Pad,G#,maj7/7
2775.wav,A:maj7,non_guitar,Celestial_Pad,A,maj7
2776.wav,A:maj7/3,non_guitar,Celestial_Pad,A,maj7/3
2777.wav,A:maj7/5,non_guitar,Celestial_Pad,A,maj7/5
2778.wav,A:maj7/7,non_guitar,Celestial_Pad,A,maj7/7
2779.wav,A#:maj7,non_guitar,Celestial_Pad,A#,maj7
2780.wav,A#:maj7/3,non_guitar,Celestial_Pad,A#,maj7/3
2781.wav,A#:maj7/5,non_guitar,Celestial_Pad,A#,maj7/5
2782.wav,A#:maj7/7,non_guitar,Celestial_Pad,A#,maj7/7
2783.wav,B:maj7,non_guitar,Celestial_Pad,B,maj7
2784.wav,B:maj7/3,non_guitar,Celestial_Pad,B,maj7/3
2785.wav,B:maj7/5,non_guitar,Celestial_Pad,B,maj7/5
2786.wav,B:maj7/7,non_guitar,Celestial_Pad,B,maj7/7
2787.wav,C:min7,non_guitar,Celestial_Pad,C,min7
2788.wav,C:min7/3,non_guitar,Celestial_Pad,C,min7/3
2789.wav,C:min7/5,non_guitar,Celestial_Pad,C,min7/5
2790.wav,C:min7/7,non_guitar,Celestial_Pad,C,min7/7
2791.wav,C#:min7,non_guitar,Celestial_Pad,C#,min7
2792.wav,C#:min7/3,non_guitar,Celestial_Pad,C#,min7/3
2793.wav,C#:min7/5,non_guitar,Celestial_Pad,C#,min7/5
2794.wav,C#:min7/7,non_guitar,Celestial_Pad,C#,min7/7
2795.wav,D:min7,non_guitar,Celestial_Pad,D,min7
2796.wav,D:min7/3,non_guitar,Celestial_Pad,D,min7/3
2797.wav,D:min7/5,non_guitar,Celestial_Pad,D,min7/5
2798.wav,D:min7/7,non_guitar,Celestial_Pad,D,min7/7
2799.wav,D#:min7,non_guitar,Celestial_Pad,D#,min7
2800.wav,D#:min7/3,non_guitar,Celestial_Pad,D#,min7/3
2801.wav,D#:min7/5,non_guitar,Celestial_Pad,D#,min7/5
2802.wav,D#:min7/7,non_guitar,Celestial_Pad,D#,min7/7
2803.wav,E:min7,non_guitar,Celestial_Pad,E,min7
2804.wav,E:min7/3,non_guitar,Celestial_Pad,E,min7/3
2805.wav,E:min7/5,non_guitar,Celestial_Pad,E,min7/5
2806.wav,E:min7/7,non_guitar,Celestial_Pad,E,min7/7
2807.wav,F:min7,non_guitar,Celestial_Pad,F,min7
2808.wav,F:min7/3,non_guitar,Celestial_Pad,F,min7/3
2809.wav,F:min7/5,non_guitar,Celestial_Pad,F,min7/5
2810.wav,F:min7/7,non_guitar,Celestial_Pad,F,min7/7
2811.wav,F#:min7,non_guitar,Celestial_Pad,F#,min7
2812.wav,F#:min7/3,non_guitar,Celestial_Pad,F#,min7/3
2813.wav,F#:min7/5,non_guitar,Celestial_Pad,F#,min7/5
2814.wav,F#:min7/7,non_guitar,Celestial_Pad,F#,min7/7
2815.wav,G:min7,non_guitar,Celestial_Pad,G,min7
2816.wav,G:min7/3,non_guitar,Celestial_Pad,G,min7/3
2817.wav,G:min7/5,non_guitar,Celestial_Pad,G,min7/5
2818.wav,G:min7/7,non_guitar,Celestial_Pad,G,min7/7
2819.wav,G#:min7,non_guitar,Celestial_Pad,G#,min7
2820.wav,G#:min7/3,non_guitar,Celestial_Pad,G#,min7/3
2821.wav,G#:min7/5,non_guitar,Celestial_Pad,G#,min7/5
2822.wav,G#:min7/7,non_guitar,Celestial_Pad,G#,min7/7
2823.wav,A:min7,non_guitar,Celestial_Pad,A,min7
2824.wav,A:min7/3,non_guitar,Celestial_Pad,A,min7/3
2825.wav,A:min7/5,non_guitar,Celestial_Pad,A,min7/5
2826.wav,A:min7/7,non_guitar,Celestial_Pad,A,min7/7
2827.wav,A#:min7,non_guitar,Celestial_Pad,A#,min7
2828.wav,A#:min7/3,non_guitar,Celestial_Pad,A#,min7/3
2829.wav,A#:min7/5,non_guitar,Celestial_Pad,A#,min7/5
2830.wav,A#:min7/7,non_guitar,Celestial_Pad,A#,min7/7
2831.wav,B:min7,non_guitar,Celestial_Pad,B,min7
2832.wav,B:min7/3,non_guitar,Celestial_Pad,B,min7/3
2833.wav,B:min7/5,non_guitar,Celestial_Pad,B,min7/5
2834.wav,B:min7/7,non_guitar,Celestial_Pad,B,min7/7
2835.wav,C:min7,non_guitar,Celestial_Pad,C,min7
2836.wav,C:min7/3,non_guitar,Celestial_Pad,C,min7/3
2837.wav,C:min7/5,non_guitar,Celestial_Pad,C,min7/5
2838.wav,C:min7/7,non_guitar,Celestial_Pad,C,min7/7
2839.wav,C#:min7,non_guitar,Celestial_Pad,C#,min7
2840.wav,C#:min7/3,non_guitar,Celestial_Pad,C#,min7/3
2841.wav,C#:min7/5,non_guitar,Celestial_Pad,C#,min7/5
2842.wav,C#:min7/7,non_guitar,Celestial_Pad,C#,min7/7
2843.wav,D:min7,non_guitar,Celestial_Pad,D,min7
2844.wav,D:min7/3,non_guitar,Celestial_Pad,D,min7/3
2845.wav,D:min7/5,non_guitar,Celestial_Pad,D,min7/5
2846.wav,D:min7/7,non_guitar,Celestial_Pad,D,min7/7
2847.wav,D#:min7,non_guitar,Celestial_Pad,D#,min7
2848.wav,D#:min7/3,non_guitar,Celestial_Pad,D#,min7/3
2849.wav,D#:min7/5,non_guitar,Celestial_Pad,D#,min7/5
2850.wav,D#:min7/7,non_guitar,Celestial_Pad,D#,min7/7
2851.wav,E:min7,non_guitar,Celestial_Pad,E,min7
2852.wav,E:min7/3,non_guitar,Celestial_Pad,E,min7/3
2853.wav,E:min7/5,non_guitar,Celestial_Pad,E,min7/5
2854.wav,E:min7/7,non_guitar,Celestial_Pad,E,min7/7
2855.wav,F:min7,non_guitar,Celestial_Pad,F,min7
2856.wav,F:min7/3,non_guitar,Celestial_Pad,F,min7/3
2857.wav,F:min7/5,non_guitar,Celestial_Pad,F,min7/5
2858.wav,F:min7/7,non_guitar,Celestial_Pad,F,min7/7
2859.wav,F#:min7,non_guitar,Celestial_Pad,F#,min7
2860.wav,F#:min7/3,non_guitar,Celestial_Pad,F#,min7/3
2861.wav,F#:min7/5,non_guitar,Celestial_Pad,F#,min7/5
2862.wav,F#:min7/7,non_guitar,Celestial_Pad,F#,min7/7
2863.wav,G:min7,non_guitar,Celestial_Pad,G,min7
2864.wav,G:min7/3,non_guitar,Celestial_Pad,G,min7/3
2865.wav,G:min7/5,non_guitar,Celestial_Pad,G,min7/5
2866.wav,G:min7/7,non_guitar,Celestial_Pad,G,min7/7
2867.wav,G#:min7,non_guitar,Celestial_Pad,G#,min7
2868.wav,G#:min7/3,non_guitar,Celestial_Pad,G#,min7/3
2869.wav,G#:min7/5,non_guitar,Celestial_Pad,G#,min7/5
2870.wav,G#:min7/7,non_guitar,Celestial_Pad,G#,min7/7
2871.wav,A:min7,non_guitar,Celestial_Pad,A,min7
2872.wav,A:min7/3,non_guitar,Celestial_Pad,A,min7/3
2873.wav,A:min7/5,non_guitar,Celestial_Pad,A,min7/5
2874.wav,A:min7/7,non_guitar,Celestial_Pad,A,min7/7
